segsize1	segsize2	segsize3	segsize4	segsize5	segsize6	segsize7	segsize8	segsize9	segsize10	segsize11	segsize12	segsize13	segsize14	segsize15	segsize16	segsize17	segsize18	segsize19	segsize20	segsize21	segsize22	changepoint1	changepoint2	changepoint3	changepoint4	changepoint5	changepoint6	changepoint7	changepoint8	changepoint9	changepoint10	bp10MB1	bp10MB2	bp10MB3	bpchrarm1	bpchrarm2	bpchrarm3	bpchrarm4	bpchrarm5	osCN1	osCN2	osCN3
08AP3D	0	0	3.44034291851613e-84	1.80426136826316e-05	0.462211348102337	2.25683559685345	1.26646945430322	0.041696748645001	0.558343062453563	1.37734655281762	1.03321085411131	6.97357047830371	3.02989296143443	0.000399418677815108	1.83868040067667e-06	3.51501581139416e-14	0.572944782291689	1.67727410350257	0.888562609995296	0.729347783509929	0.129271022868435	8.00260334083551	1.56353109198577e-31	0.0218215768069417	15.9339992204244	6.79430236219655	2.12316853163077	0.051229846729863	0.0017619781872741	0.0975428142790678	0.974496243227146	3.001677426518	215.597381972189	96.5026094006757	3.90000862713512	32.9068039087071	8.85520685067888	4.22937974876389	0.00860949184946209	6.8620859324666e-13	2.78388129540833	2.75412936909998	0.461989335491686
09Q1YY	3.22455895923513e-74	2.03388527191155e-13	0.0686012709546631	0.872954683283995	0.498974595162421	1.81050141147708	1.73044653974659	0.0185129425532875	0.000936516023562782	2.22362993781351	3.44252823513945	5.30354369498467	2.32310389086185	5.36814057561623	3.33506856041771	0.000985774051280881	0.00214791696927075	0.451268554446542	0.689794408892563	0.729347783477394	0.125563347145837	1.00394936098189	1.68771929569994	0.32015424112883	14.6207124913259	7.1480038064127	2.13775245978168	0.0211065616839952	0.000815085978676199	0.0340743773844608	0.0211448566380765	4.00851682396575	206.737216253253	103.540216175716	5.72256757103091	30.3098598251464	9.12812627434356	6.52862356411552	0.0333903363866256	7.85913682554388e-12	6.86654805798308	5.84127238055605	0.292179561460877
0K0K6I	7.25327481314914e-07	0.60667855744999	2.8690669537206	2.36647378908869	1.42212030382373	2.68003386624189	5.170324602894	2.28454273390198	4.69799150379565	8.36900647645127	11.8635890775178	17.1522357748807	14.070816560915	10.5814273024776	4.93130929414493	3.2464594947183	3.68171418821144	2.84744382520899	1.36955722049812	2.49592534331776	3.13998384587928	5.15329855953483	1.79542513086347	0.262132914467029	52.061032185357	32.0899411541385	20.3029848104541	0.0472391855909718	0.00242957618784207	0.242609706178927	0.142775081604709	4.05343025515742	177.941679809378	130.101719039103	7.95660115151984	22.131405001773	12.6324358283614	11.1257635234322	0.110395646283989	1.49426744601424e-10	8.50618035914447	12.0609793985212	0.432840242334307
0O0FKV	5.58240373371095e-20	0.00747719817358381	0.878365215669608	1.52676707424406	1.38665455488899	1.76311441549236	1.50411779872836	1.03633489533028	2.43858579806957	6.53696021894328	5.46219237298405	10.7718706393437	13.6613067157032	5.27738548012946	5.74824823560112	0.888115263118139	3.51659621436811	1.83385244609385	0.900263485837154	0.729347783509929	0.575355438806931	10.5570887549642	1.65589688968765	4.28189124130954	29.8722861971457	21.4647896844939	18.5348578007431	0.717074579214225	0.0371010360519039	0.255330909145139	0.133815643584616	0.0469560186242098	197.877051929542	113.229738475848	4.8932095946102	28.7463862189165	11.192276809999	5.49120725358936	0.57012969821788	1.92773063417557e-08	11.9380220532126	6.0322541035823	0.029723843205078
0PP4HU	0	8.93741105177655e-141	9.38035747183157e-34	0.0579165751106231	0.786462352268408	1.53878026400291	2.63618659270905	1.93776280336993	0.757687194875436	3.89502505556082	3.10045975249206	3.83187442077201	4.78512842573347	5.78786393137433	1.88404297510625	5.10569305773381e-05	0.000728740447370671	1.07623797348855e-07	0.191359476312152	1.59701048202631	1.18174498339293	5.02991480989156	1.67046607331159	0.34978309489163	20.0562472560497	11.0505643575442	4.72514879154637	0.0280440787808774	0.00114619786639328	0.0644651336012097	0.0389839651339388	1.015151051274	200.092092910811	110.617935363308	5.28997172588084	29.4544508901337	10.1704423211002	6.17723723409052	0.197869553812446	8.63120331137464e-10	7.31999985870781	4.2136760983183	0.466324042973888
0RRCD7	0	6.76288305867345e-220	3.51417499320273e-55	0.00524536519607979	2.59862691757932	7.69295396718622	5.44654941583456	0.25536098950992	1.31556493061089e-06	0.022697088618159	0.969443743806402	0.63414455473641	0.375668846940361	0.207849508094906	0.791272769924841	9.10273920413577e-08	0.000170740532905792	2.04802793685744e-17	5.68044619403388e-11	1.63049024963263e-66	1.62184653655265e-09	1.00001468376895	1.52400022095428	0.471159765219797	1.92171802694842	1.00305386025813	0.076814188450554	7.69895108344214e-09	1.64147428751956e-08	0.108470839108758	1.07479008629184	13.8199929886545	217.074075561066	94.0037171756231	4.92220726331073	32.046196359993	9.71574328643615	4.20442435884379	0.0336359947043114	2.27133590918535e-11	7.40874713206315	5.57125234488442	0.0200005230524282
0Y83ZZ	3.19705391108187e-80	9.95653363146162e-15	0.0377094971999879	0.898412678173292	0.693024271782452	4.74307831841477	4.18655216081888	5.0317663079902	3.02386921298839	7.85802232814492	11.0107777413141	9.58572497950459	12.338199420932	2.60169520215558	6.92364098102138	2.3033330041646	5.9131470982009	1.62029451676635	0.227395402734621	1.09053312270958e-07	3.1089757811229	8.8943809875168	6.17220281177103	1.86534775433634	35.303328768445	22.4404359824474	18.5557362688667	0.224314865087542	0.00781126342506097	0.24921486350639	0.133974592593704	6.04763282952088	194.923662858269	113.478583577673	7.59775356405802	25.4517792818792	12.7735092445735	7.5679783817559	0.20673309092701	8.64411589994202e-10	14.8141720391888	10.0249024289076	0.1609255319036
1ABOG0	0.845221790953364	0.134245487698697	0.0139562158296752	0.00675642938179817	0.665301325547314	2.49903994770954	5.57789445434069	0.269434056128927	0.308127719575143	1.61906735828534	0.0609529603490964	0.0498551888383379	2.91339266422847	0.036719378522032	3.31707626736838e-05	3.51502766597537e-14	0.570171951061393	0.403139729148294	0.0667499747680309	0.827911912408604	1.85350909840903	3.27851918605351	2.22597417474827e-31	0.0083194171112749	7.50555334398535	3.39711024026348	1.91973172116827	0.0937757184510724	0.00304862598979009	0.0509385595108049	0.682601037297931	8.33892133622203	220.765811426778	90.9722111137311	4.26197745949103	32.9222915801999	10.238879307831	2.806209646513	0.032619465433437	2.26947775890182e-11	2.82899159158856	3.98210902926216	0.188899379149278
1GQP1N	2.32331434595263e-81	5.5987339088996e-15	0.0335518944955986	1.07507366724481	3.42544329837922	6.98596410341266	9.58383773934596	1.10233588472063	1.94418498518243	1.87744504740916	2.12424634784464	5.25022285227556	3.20465691350235	2.3525793664855	0.340204947172362	2.17368895322801	3.64102795562827	4.88468479741034	1.17863395402549	1.5970291871999	3.43909226882961	10.7860958362075	9.64431284586193e-149	9.53940149800203e-18	0.0455377769324311	8.37710959602148	19.9086240743482	0.233271143340242	0.0082012456204052	0.259556206837071	0.128263396027736	38.0394365608724	217.812422455164	90.6115226015689	7.57605494326753	32.0409907133355	8.79407779056743	4.97019329012211	0.194738205111997	8.6294864262769e-10	6.60780610772563	8.31222716906645	0.0799667232079208
1I9HPM	9.66603077060658e-27	0.000499407877414969	0.839237126734641	0.154053154313053	0.593292089823882	1.21313656993965	4.05806689426312	1.11259614560551	0.0493478392137564	1.90144318725505	1.99415007444728	1.29054256070875	2.29194666525315	3.25239646390035	1.24899339411026	1.76919165792521e-07	0.957872205062218	0.0384521508228418	0.044366038627047	0.827911912408599	1.0403189463389	5.09137699637538	0.92629999527292	1.07908696775767	13.2655700657119	6.13300781037722	3.47297847295711	0.0304902566586782	0.00120577320898796	0.179053446913934	0.631165145718945	2.28114206542266	214.859034878774	96.8004841887972	4.34048093242878	33.7723704853073	8.51118468511121	3.52615298526598	0.190291843453019	8.62452744487398e-10	6.89297858776846	4.33031098478335	0.776710427448193
1LVWVN	0	1.14645755581096e-127	3.03141052614082e-30	0.0969124825405151	1.12287880889152	5.77560243637336	5.70149069816503	0.301947276018763	0.00379815987737041	0.930522226012734	0.764366553618336	1.43006907506046	1.43758834320229	2.42729721994315	1.00710615282022	1.24595001245361e-05	1.88073901556054	2.44194471621564	2.73820531723566	2.20942449823277	2.88065373974955	11.849440820982	1.62743347112911	0.368787140284154	0.0104224232020623	4.1194648289296	9.67464629979925	0.633300198619088	3.23689025706348	0.976763944900796	0.2880379927969	22.0642534432756	225.934241080684	85.9376428965199	4.12811602279566	36.3642333051793	7.02489796572265	2.55424548043296	0.0566232486206614	4.44037849530515e-11	3.29960087848468	3.68660542185821	0.0137936996571101
1PEUBB	0	0	1.83643681099546e-101	1.3101605270371e-06	0.560177287917628	7.10286751784184	8.80693428133942	0.527348222857327	7.58487295548625e-06	0.0591072218714463	0.940021496865724	0.826072166396195	0.17746238956201	1.61886628684644e-12	4.99362615423799e-10	7.41647616433189e-32	1.61048570325434e-11	9.60046201007933e-32	2.07645355437519e-09	4.40373656964301e-15	0.814945581416022	2.18505493630536	5.05645417588562e-38	0.00151086500663955	3.33360494454066	1.55079870118694	0.109178139933655	1.11878201198812e-08	2.23036592294105e-08	0.00180941861904135	0.209189883864754	16.7939080133568	217.074075860043	92.8894362181581	6.036487921799	32.1988660035895	9.903748267184	3.33302193100024	0.564363778949517	1.92767475263661e-08	6.12783020290013	6.8465529263081	0.0256168707917759
1XGK99	0	0	1.02325447185804e-266	2.23012941246921e-20	6.0290816901817e-05	0.746758322536506	3.23342475754916	0.976750658522956	0.0255222792645345	0.0174711979025067	1.2516420497081e-05	1.33205897061425	0.667940047472614	2.67936259093126e-10	1.14199639719148e-05	0.0212380612500831	2.51065026429527	2.50284450413618	1.14392144887631	1.59701060356641	3.36099052069978	12.8633341358441	9.24628971718651e-40	0.00166813344462621	5.59330047783486	4.92355157147402	7.38021573343857	4.33950924907797	0.256342364401522	0.348953869929197	0.122987561110932	8.0334710392883	230.364324239129	83.6367295505692	1.99894621030158	38.0904121981594	6.84468467489405	1.06421508852567	0.000688038420860566	1.24147048666581e-14	1.41411466220772	1.57997375222495	0.0059115855673329
28WX4I	0	2.7308871991347e-277	4.36347255961534e-71	0.000203810313642038	1.03522034634639	1.20175079970954	4.62471448774419	2.09632037766352	0.848512259606611	1.42170497102892	2.55231933260164	1.17161949848713	3.99301584414417	1.92011155145237	1.1334119711995	0.000246957485422429	0.000834681402965203	1.10849318781515e-14	4.68304845141058e-10	2.32778572021236e-59	0.00294380316674405	2.99706930717893	0.0126560310099636	1.94552133872894	9.38363494569862	4.76000531756391	1.84318592166978	0.00749648748007535	0.00034476860186657	0.0251740854093379	0.222314509298077	6.79966659453943	211.16729921238	100.210835325702	4.62186546191755	30.6303111925958	11.092987121098	4.11009055879397	0.166611126671475	8.40749885518198e-10	5.54046961729871	5.34265332595124	0.116877056750052
2A66UX	2.66934005263468e-69	2.34025828443695e-12	0.108934806261225	0.837631704473015	0.324043201631557	4.0064035505364	6.72556745837768	1.01758545007167	0.54939405985574	3.05138163485578	1.16359081480141	8.50653381669372	4.81148306823134	4.92935669229876	2.96631462221761	0.000351018438565896	0.00139079949456105	1.56644685451244e-14	7.07139243443292e-10	5.19129694520569e-59	8.65816006292364e-05	1.99995071945083	3.53700708659928	0.497449667991325	17.0331136706671	7.42464101517144	0.483892803015333	3.41847958392424e-08	8.23094098286309e-08	0.00878222571889328	0.428008983092556	11.5871044312498	191.970274185631	116.135318671786	7.89440714258331	27.8653342355512	9.70211060497567	7.54183171081121	0.890723427704535	2.09574083835565e-08	12.088479703111	11.3115010637973	0.60001923309174
2DT106	0	0	8.03932833123624e-115	8.83159467580815e-08	0.287237069991373	5.5603228288813	4.04175315403819	0.110152917120591	2.84098777614477e-08	0.000533808818346627	1.06570882499505e-06	0.942550457804509	0.642018463197707	0.415213340051315	1.99782798712638	0.000649237591934925	0.0017289951199422	2.88935148674403e-14	3.08708893309395e-09	4.40373657002267e-15	1.26072578291681	4.73928477181983	5.04233169621166e-31	0.0123710075135444	6.96038448692489	2.84977634519934	0.168476574329301	5.83816100379518e-09	2.02575706269664e-08	0.0030226971086696	0.167486607919387	9.83848225490914	222.980852906341	87.9288174771388	5.09032961651987	33.7724949277543	8.64586826348205	3.57165106614535	0.00998574261723572	1.04932597033605e-12	3.77957678331018	5.15227966461656	0.068143552073255
